map_name,scenario,threads,mapsize,pinning,n_samples,ops_per_sec_mean,ops_per_sec_std,ops_per_sec_se,ops_per_sec_ci95_low,ops_per_sec_ci95_high,latency_mean_ns,latency_std_ns,latency_ci95_low,latency_ci95_high,p50_latency_ns,p90_latency_ns,p95_latency_ns,p99_latency_ns,peak_rss_kb,bytes_per_entry
libcuckoo,insert_only,4,100000,spread,40,34254244.22,1071175.69,169367.75,33922283.43,34586205.01,120.24,4.62,118.81,121.67,79,234,340,541,127772,130.84
libcuckoo,insert_only,8,10000000,compact,40,53256135.09,277040.76,43803.99,53170279.26,53341990.91,174.57,6.02,172.71,176.44,151,220,289,546,311612,319.09
libcuckoo,insert_only,8,10000000,spread,40,53057479.56,356713.62,56401.38,52946932.87,53168026.26,174.13,5.32,172.48,175.78,151,220,286,546,311612,319.09
libcuckoo,insert_only,8,1000000,compact,40,133235916.60,1338909.13,211700.12,132820984.37,133650848.84,82.87,4.35,81.52,84.22,74,113,132,242,35132,35.98
libcuckoo,insert_only,8,1000000,spread,40,137966137.44,2414341.11,381740.85,137217925.38,138714349.50,80.05,2.63,79.23,80.86,73,98,124,204,35208,36.05
libcuckoo,insert_only,8,100000,compact,40,31938289.13,1023253.54,161790.59,31621179.57,32255398.69,203.58,4.49,202.19,204.98,104,444,663,1225,169288,173.35
libcuckoo,insert_only,8,100000,spread,40,35580973.17,1531212.86,242106.01,35106445.39,36055500.95,323.34,513.34,164.26,482.43,104,355,500,942,196900,201.63
libcuckoo,random_keys,16,10000000,compact,40,73373225.62,198532.00,31390.67,73311699.92,73434751.33,244.85,5.22,243.24,246.47,202,380,534,750,311616,319.09
libcuckoo,random_keys,16,10000000,spread,40,73392122.09,201462.24,31853.98,73329688.30,73454555.89,244.61,4.64,243.17,246.05,201,380,526,744,311620,319.10
libcuckoo,random_keys,16,1000000,compact,40,80776145.73,4155212.09,656996.72,79488432.16,82063859.29,152.70,5.37,151.03,154.36,106,265,366,832,35180,36.02
libcuckoo,random_keys,16,1000000,spread,40,82627696.60,1507593.65,238371.49,82160488.48,83094904.71,151.46,5.57,149.74,153.19,105,266,365,806,35184,36.03
libcuckoo,random_keys,16,100000,compact,40,27477462.73,1433615.62,226674.53,27033180.65,27921744.82,372.59,12.22,368.81,376.38,167,880,1340,2502,284496,291.32
libcuckoo,random_keys,16,100000,spread,40,27233069.19,1451996.15,229580.75,26783090.92,27683047.46,388.47,86.36,361.71,415.24,168,896,1362,2452,298340,305.50
libcuckoo,random_keys,1,10000000,compact,40,15583306.62,532280.03,84160.86,15418351.32,15748261.91,165.51,4.81,164.02,167.00,122,428,480,530,311584,319.06
libcuckoo,random_keys,1,10000000,spread,40,15580951.33,32991.31,5216.38,15570727.22,15591175.44,163.24,2.85,162.36,164.13,122,407,479,530,311592,319.07
libcuckoo,random_keys,1,1000000,compact,40,15899719.25,663436.87,104898.58,15694118.03,16105320.46,89.18,4.68,87.73,90.63,63,143,194,466,35124,35.97
libcuckoo,random_keys,1,1000000,spread,40,15332688.09,106586.03,16852.73,15299656.74,15365719.45,92.59,2.97,91.67,93.51,64,149,210,479,35116,35.96
libcuckoo,random_keys,1,100000,compact,40,9312964.36,109492.14,17312.23,9279032.40,9346896.33,175.49,303.73,81.36,269.61,78,232,338,656,49200,50.38
libcuckoo,random_keys,1,100000,spread,40,9346952.39,136104.43,21520.00,9304773.19,9389131.59,178.85,305.30,84.24,273.46,84,236,348,669,49200,50.38
libcuckoo,random_keys,2,10000000,compact,40,16566750.01,19400.57,3067.50,16560737.71,16572762.31,146.51,2.60,145.70,147.31,128,167,215,492,311604,319.08
libcuckoo,random_keys,2,10000000,spread,40,16567981.12,27418.72,4335.28,16559483.97,16576478.27,145.97,2.37,145.24,146.71,127,167,206,494,311596,319.07
libcuckoo,random_keys,2,1000000,compact,40,21012752.32,261337.29,41321.05,20931763.06,21093741.59,128.35,4.37,127.00,129.71,99,218,298,649,35144,35.99
libcuckoo,random_keys,2,1000000,spread,40,21204398.47,162356.45,25670.81,21154083.69,21254713.26,126.66,5.78,124.87,128.45,94,208,294,633,35144,35.99
libcuckoo,random_keys,2,100000,compact,40,12448500.33,124692.81,19715.66,12409857.63,12487143.03,186.24,5.67,184.48,188.00,124,323,466,992,81640,83.60
libcuckoo,random_keys,2,100000,spread,40,12429106.32,159862.43,25276.47,12379564.44,12478648.20,184.25,5.89,182.42,186.08,122,324,465,994,81704,83.66
libcuckoo,random_keys,4,10000000,compact,40,30889044.49,89548.33,14158.83,30861293.17,30916795.80,152.74,4.67,151.29,154.19,137,181,209,479,311612,319.09
libcuckoo,random_keys,4,10000000,spread,40,30871285.31,118369.20,18715.81,30834602.32,30907968.31,152.37,3.08,151.41,153.32,137,181,207,480,311620,319.10
libcuckoo,random_keys,4,1000000,compact,40,40741806.67,641728.90,101466.25,40542932.83,40940680.52,128.65,5.50,126.94,130.35,92,216,296,652,35180,36.02
libcuckoo,random_keys,4,1000000,spread,40,43072301.57,1455625.33,230154.57,42621198.60,43523404.53,119.96,4.69,118.50,121.41,88,203,268,610,35184,36.03
libcuckoo,random_keys,4,100000,compact,40,21584047.11,521837.58,82509.77,21422327.97,21745766.25,190.94,8.33,188.35,193.52,121,335,476,1052,125456,128.47
libcuckoo,random_keys,4,100000,spread,40,21476248.80,361732.65,57194.95,21364146.69,21588350.91,190.94,8.05,188.44,193.43,120,338,488,1068,123160,126.12
libcuckoo,random_keys,8,10000000,compact,40,52306682.75,611561.27,96696.33,52117157.95,52496207.56,176.13,3.87,174.94,177.33,155,220,287,550,311620,319.10
libcuckoo,random_keys,8,10000000,spread,40,52328484.20,234008.31,36999.96,52255964.28,52401004.13,175.59,5.26,173.96,177.22,155,220,282,545,311608,319.09
libcuckoo,random_keys,8,1000000,compact,40,78842674.32,1414999.24,223731.02,78404161.51,79281187.13,125.91,8.30,123.33,128.48,87,215,302,690,35244,36.09
libcuckoo,random_keys,8,1000000,spread,40,77158672.87,1311510.99,207368.09,76752231.40,77565114.33,130.40,6.53,128.37,132.42,90,222,311,691,35276,36.12
libcuckoo,random_keys,8,100000,compact,40,27840257.06,1333202.20,210797.78,27427093.42,28253420.70,252.51,50.97,236.71,268.30,138,524,722,1314,178604,182.89
libcuckoo,random_keys,8,100000,spread,40,32182962.24,1128334.73,178405.38,31833287.69,32532636.80,268.07,345.50,161.00,375.14,131,405,558,1080,192328,196.94
libcuckoo,read_majority_95,16,10000000,compact,40,234049446.47,3421805.47,541034.95,232989017.97,235109874.97,92.64,3.91,91.43,93.85,83,112,148,258,311612,31.91
libcuckoo,read_majority_95,16,10000000,spread,40,237876076.56,3727469.92,589364.74,236720921.67,239031231.46,90.92,1.21,90.54,91.29,83,111,148,237,311636,31.91
libcuckoo,read_majority_95,16,1000000,compact,40,247596410.89,2560826.20,404902.17,246802802.63,248390019.15,88.61,0.94,88.32,88.90,84,105,121,239,35128,35.97
libcuckoo,read_majority_95,16,1000000,spread,40,246185450.80,6369008.81,1007028.71,244211674.53,248159227.08,89.81,2.03,89.18,90.44,84,104,120,285,35136,35.98
libcuckoo,read_majority_95,16,100000,compact,40,239628068.98,4478767.95,708155.39,238240084.41,241016053.54,86.99,0.72,86.77,87.22,84,105,119,162,16952,173.59
libcuckoo,read_majority_95,16,100000,spread,40,245967478.41,4866886.20,769522.28,244459214.75,247475742.07,86.01,1.23,85.63,86.39,83,103,116,170,16956,173.63
libcuckoo,read_majority_95,1,10000000,compact,40,28420705.24,156769.20,24787.39,28372121.96,28469288.52,52.30,0.75,52.07,52.54,48,57,77,143,311588,31.91
libcuckoo,read_majority_95,1,10000000,spread,40,28313101.22,380689.97,60192.37,28195124.17,28431078.26,52.69,1.19,52.32,53.06,48,57,78,144,311592,31.91
libcuckoo,read_majority_95,1,1000000,compact,40,30340664.42,145794.72,23052.17,30295482.16,30385846.67,50.00,0.60,49.82,50.19,49,60,66,78,35104,35.95
libcuckoo,read_majority_95,1,1000000,spread,40,29791374.92,943375.66,149160.79,29499019.77,30083730.06,50.83,1.31,50.42,51.23,49,61,66,78,35104,35.95
libcuckoo,read_majority_95,1,100000,compact,40,32886038.76,253240.63,40040.86,32807558.67,32964518.84,47.23,1.71,46.70,47.77,46,60,64,72,16936,173.42
libcuckoo,read_majority_95,1,100000,spread,40,32712331.45,212547.97,33606.79,32646462.15,32778200.75,47.25,0.74,47.02,47.48,46,60,64,72,16924,173.30
libcuckoo,read_majority_95,2,10000000,compact,40,46729531.03,177561.71,28074.97,46674504.09,46784557.98,61.21,1.31,60.81,61.62,55,69,126,158,311604,31.91
libcuckoo,read_majority_95,2,10000000,spread,40,46784797.69,86170.68,13624.78,46758093.11,46811502.26,61.26,1.89,60.67,61.84,55,70,126,157,311600,31.91
libcuckoo,read_majority_95,2,1000000,compact,40,49581904.38,171447.54,27108.24,49528772.24,49635036.52,59.07,2.92,58.16,59.97,56,70,76,96,35116,35.96
libcuckoo,read_majority_95,2,1000000,spread,40,49411741.28,113051.81,17875.06,49376706.16,49446776.40,58.80,0.55,58.63,58.97,57,71,77,95,35120,35.96
libcuckoo,read_majority_95,2,100000,compact,40,53157688.01,226994.62,35891.00,53087341.65,53228034.37,55.12,0.54,54.95,55.29,54,68,74,86,16940,173.47
libcuckoo,read_majority_95,2,100000,spread,40,55015809.05,329753.38,52138.59,54913617.42,55118000.68,53.72,0.67,53.51,53.93,52,67,72,84,17020,174.28
libcuckoo,read_majority_95,4,10000000,compact,40,82472624.94,343043.43,54239.93,82366314.68,82578935.20,67.82,1.20,67.45,68.19,62,83,125,170,311612,31.91
libcuckoo,read_majority_95,4,10000000,spread,40,82113893.65,338886.74,53582.70,82008871.56,82218915.74,68.75,4.21,67.44,70.05,63,84,124,170,311596,31.91
libcuckoo,read_majority_95,4,1000000,compact,40,87329910.64,502955.31,79524.22,87174043.17,87485778.11,64.95,0.84,64.69,65.21,63,82,88,114,35136,35.98
libcuckoo,read_majority_95,4,1000000,spread,40,87532332.64,558298.75,88274.78,87359314.06,87705351.21,65.34,1.51,64.87,65.81,63,82,88,118,35132,35.98
libcuckoo,read_majority_95,4,100000,compact,40,86457752.96,854214.44,135063.16,86193029.16,86722476.76,65.77,1.10,65.43,66.12,66,82,89,110,16956,173.63
libcuckoo,read_majority_95,4,100000,spread,40,87010301.84,1318102.06,208410.23,86601817.79,87418785.90,65.54,1.49,65.07,66.00,66,82,87,109,16956,173.63
libcuckoo,read_majority_95,8,10000000,compact,40,144336750.54,1307549.30,206741.70,143931536.81,144741964.26,76.02,4.45,74.64,77.40,70,91,128,182,311724,31.92
libcuckoo,read_majority_95,8,10000000,spread,40,141455288.24,978948.68,154785.38,141151908.90,141758667.58,76.99,4.14,75.71,78.27,71,92,130,183,311592,31.91
libcuckoo,read_majority_95,8,1000000,compact,40,149728085.45,1430352.58,226158.60,149284814.60,150171356.31,74.35,1.85,73.78,74.93,72,89,100,144,35132,35.98
libcuckoo,read_majority_95,8,1000000,spread,40,150888667.79,766446.35,121185.81,150651143.60,151126191.97,73.93,2.13,73.26,74.59,71,87,98,147,35132,35.98
libcuckoo,read_majority_95,8,100000,compact,40,149050555.96,1997591.41,315846.93,148431495.97,149669615.95,73.34,1.27,72.95,73.74,72,87,99,121,16956,173.63
libcuckoo,read_majority_95,8,100000,spread,40,144253655.44,3261408.34,515673.94,143242934.52,145264376.35,75.81,2.05,75.18,76.45,75,90,101,123,16960,173.67
libcuckoo,read_majority_99,16,10000000,compact,40,252400815.99,2260483.88,357413.88,251700284.78,253101347.21,85.81,2.59,85.01,86.62,82,97,114,212,311704,31.92
libcuckoo,read_majority_99,16,10000000,spread,40,246958975.11,1285520.77,203258.68,246560588.09,247357362.12,88.60,2.92,87.69,89.50,83,103,120,250,311600,31.91
libcuckoo,read_majority_99,16,1000000,compact,40,249856576.73,1591181.03,251587.81,249363464.62,250349688.85,87.35,1.25,86.96,87.74,83,101,117,226,35136,35.98
libcuckoo,read_majority_99,16,1000000,spread,40,250246480.00,953534.95,150767.11,249950976.46,250541983.54,88.97,2.40,88.22,89.71,83,101,116,272,35132,35.98
libcuckoo,read_majority_99,16,100000,compact,40,253271051.20,1028744.18,162658.74,252952240.07,253589862.32,85.00,0.98,84.69,85.30,82,100,113,158,16956,173.63
libcuckoo,read_majority_99,16,100000,spread,40,249807357.28,2226744.51,352079.22,249117282.01,250497432.55,86.63,1.42,86.19,87.07,83,102,117,166,16956,173.63
libcuckoo,read_majority_99,1,10000000,compact,40,29373248.06,96543.32,15264.84,29343328.97,29403167.14,51.18,0.78,50.93,51.42,50,62,66,116,311592,31.91
libcuckoo,read_majority_99,1,10000000,spread,40,29400730.62,239096.33,37804.45,29326633.90,29474827.34,51.38,0.99,51.08,51.69,50,62,66,118,311592,31.91
libcuckoo,read_majority_99,1,1000000,compact,40,30155034.51,682635.57,107934.16,29943483.56,30366585.47,50.00,0.61,49.81,50.19,49,61,65,73,35108,35.95
libcuckoo,read_majority_99,1,1000000,spread,40,29947726.90,89634.87,14172.52,29919948.76,29975505.03,50.49,0.47,50.35,50.64,50,62,66,73,35092,35.93
libcuckoo,read_majority_99,1,100000,compact,40,34299787.36,266376.97,42117.90,34217236.28,34382338.44,45.10,0.51,44.94,45.26,43,57,61,70,16932,173.38
libcuckoo,read_majority_99,1,100000,spread,40,33976404.93,193066.76,30526.54,33916572.92,34036236.93,45.45,0.58,45.27,45.63,44,57,62,70,16920,173.26
libcuckoo,read_majority_99,2,10000000,compact,40,48487317.19,219046.21,34634.25,48419434.06,48555200.31,58.84,0.74,58.61,59.07,57,70,76,129,311600,31.91
libcuckoo,read_majority_99,2,10000000,spread,40,49493207.55,187245.00,29606.03,49435179.73,49551235.38,57.70,0.83,57.44,57.96,55,69,74,133,311672,31.92
libcuckoo,read_majority_99,2,1000000,compact,40,49613575.31,237146.67,37496.18,49540082.79,49687067.82,58.08,1.62,57.58,58.58,56,69,74,87,35112,35.95
libcuckoo,read_majority_99,2,1000000,spread,40,50178203.62,696125.17,110067.05,49962472.19,50393935.04,57.34,1.14,56.98,57.69,56,69,74,85,35112,35.95
libcuckoo,read_majority_99,2,100000,compact,40,56469832.51,185237.86,29288.68,56412426.70,56527238.32,52.75,0.70,52.53,52.97,51,65,69,81,16928,173.34
libcuckoo,read_majority_99,2,100000,spread,40,55697843.44,177938.62,28134.57,55642699.69,55752987.19,53.32,0.65,53.12,53.52,52,66,70,81,16936,173.42
libcuckoo,read_majority_99,4,10000000,compact,40,87733303.22,293076.42,46339.45,87642477.90,87824128.55,65.35,5.35,63.70,67.01,62,81,87,140,311616,31.91
libcuckoo,read_majority_99,4,10000000,spread,40,87317009.95,512090.95,80968.69,87158311.32,87475708.58,66.23,4.14,64.95,67.51,62,81,87,143,311612,31.91
libcuckoo,read_majority_99,4,1000000,compact,40,88609324.24,346718.99,54821.09,88501874.91,88716773.56,64.73,1.81,64.17,65.29,63,81,87,107,35132,35.98
libcuckoo,read_majority_99,4,1000000,spread,40,88801435.02,691158.69,109281.78,88587242.73,89015627.32,64.09,1.11,63.74,64.43,62,80,86,106,35136,35.98
libcuckoo,read_majority_99,4,100000,compact,40,86912447.21,1785291.78,282279.42,86359179.56,87465714.87,65.36,2.36,64.63,66.09,66,80,86,109,16960,173.67
libcuckoo,read_majority_99,4,100000,spread,40,84075868.19,761655.60,120428.32,83839828.68,84311907.71,66.41,0.94,66.12,66.70,67,83,89,111,16956,173.63
libcuckoo,read_majority_99,8,10000000,compact,40,149031456.53,1246604.77,197105.52,148645129.71,149417783.35,73.47,1.52,73.00,73.94,71,86,98,156,311620,31.91
libcuckoo,read_majority_99,8,10000000,spread,40,149446848.27,782977.71,123799.65,149204200.97,149689495.58,73.92,1.94,73.32,74.52,71,86,99,155,311620,31.91
libcuckoo,read_majority_99,8,1000000,compact,40,151607580.05,517266.78,81787.06,151447277.42,151767882.69,72.66,0.83,72.40,72.92,71,86,96,124,35132,35.98
libcuckoo,read_majority_99,8,1000000,spread,40,153220684.60,1950131.05,308342.79,152616332.73,153825036.47,72.23,1.28,71.84,72.63,71,85,95,122,35132,35.98
libcuckoo,read_majority_99,8,100000,compact,40,149932457.56,1678710.39,265427.42,149412219.83,150452695.30,72.96,1.37,72.53,73.38,71,86,98,119,16956,173.63
libcuckoo,read_majority_99,8,100000,spread,40,148462434.10,1780552.19,281530.02,147910635.25,149014232.94,73.39,1.69,72.86,73.91,72,87,99,118,16956,173.63
libcuckoo,read_only,16,10000000,compact,40,390598857.56,6316804.36,998774.47,388641259.60,392556455.51,80.32,0.99,80.01,80.63,80,93,99,154,311680,31.92
libcuckoo,read_only,16,10000000,spread,40,381261950.94,3971219.32,627904.91,380031257.33,382492644.56,82.74,3.57,81.63,83.84,82,95,102,160,311616,31.91
libcuckoo,read_only,16,1000000,compact,40,383775543.91,3940642.96,623070.36,382554326.00,384996761.82,82.94,1.58,82.45,83.43,82,95,102,182,35132,35.98
libcuckoo,read_only,16,1000000,spread,40,387839529.35,3074312.51,486091.49,386886790.04,388792268.67,83.15,1.70,82.62,83.68,81,95,101,198,35124,35.97
libcuckoo,read_only,16,100000,compact,40,396132542.29,2652940.31,419466.69,395310387.57,396954697.01,80.40,5.01,78.84,81.95,80,93,98,140,16952,173.59
libcuckoo,read_only,16,100000,spread,40,380954786.37,2636623.45,416886.77,380137688.30,381771884.45,81.31,1.11,80.96,81.65,81,95,101,144,16960,173.67
libcuckoo,read_only,1,10000000,compact,40,61316482.78,365523.55,57794.35,61203205.86,61429759.70,46.59,0.83,46.33,46.85,46,55,58,62,311588,31.91
libcuckoo,read_only,1,10000000,spread,40,61991306.25,227901.74,36034.43,61920678.77,62061933.73,46.24,0.62,46.04,46.43,46,54,57,61,311592,31.91
libcuckoo,read_only,1,1000000,compact,40,62000410.44,464478.97,73440.57,61856466.91,62144353.96,45.97,0.41,45.84,46.09,46,54,57,61,35084,35.93
libcuckoo,read_only,1,1000000,spread,40,61797972.87,1187557.12,187769.27,61429945.10,62166000.63,46.76,3.70,45.61,47.91,46,54,57,61,35108,35.95
libcuckoo,read_only,1,100000,compact,40,64030455.04,586754.31,92774.00,63848617.99,64212292.08,42.14,1.50,41.67,42.60,41,52,55,60,16932,173.38
libcuckoo,read_only,1,100000,spread,40,65268114.53,339072.56,53612.08,65163034.85,65373194.20,41.48,0.29,41.39,41.57,40,52,55,60,16920,173.26
libcuckoo,read_only,2,10000000,compact,40,74154652.53,169609.31,26817.59,74102090.06,74207215.00,56.48,1.00,56.17,56.79,55,67,71,80,311596,31.91
libcuckoo,read_only,2,10000000,spread,40,75340426.42,287788.66,45503.38,75251239.79,75429613.05,56.23,0.71,56.01,56.45,55,66,70,79,311596,31.91
libcuckoo,read_only,2,1000000,compact,40,75216690.62,235852.64,37291.58,75143599.12,75289782.11,56.52,2.93,55.61,57.43,55,66,70,79,35116,35.96
libcuckoo,read_only,2,1000000,spread,40,75671319.75,78732.27,12448.67,75646920.36,75695719.13,56.13,1.59,55.64,56.62,55,66,70,79,35104,35.95
libcuckoo,read_only,2,100000,compact,40,80949430.25,199213.37,31498.40,80887693.38,81011167.11,52.03,1.74,51.49,52.57,51,63,67,76,16920,173.26
libcuckoo,read_only,2,100000,spread,40,83032721.05,523953.31,82844.29,82870346.24,83195095.86,50.65,1.89,50.06,51.24,49,61,65,74,16944,173.51
libcuckoo,read_only,4,10000000,compact,40,129718765.94,523091.20,82707.98,129556658.30,129880873.58,62.14,1.32,61.73,62.54,61,78,82,91,311608,31.91
libcuckoo,read_only,4,10000000,spread,40,130573802.40,587849.11,92947.11,130391626.07,130755978.73,62.08,2.34,61.36,62.81,61,77,81,90,311616,31.91
libcuckoo,read_only,4,1000000,compact,40,131207787.89,1162253.28,183768.38,130847601.87,131567973.92,61.78,0.94,61.49,62.07,60,77,81,89,35136,35.98
libcuckoo,read_only,4,1000000,spread,40,130000115.87,5770448.04,912387.95,128211835.50,131788396.25,61.83,1.86,61.25,62.40,60,77,82,89,35128,35.97
libcuckoo,read_only,4,100000,compact,40,122050370.19,1853089.05,292999.11,121476091.94,122624648.44,64.88,2.32,64.16,65.60,66,80,84,96,16956,173.63
libcuckoo,read_only,4,100000,spread,40,123746089.42,374078.95,59147.08,123630161.15,123862017.69,64.45,1.41,64.01,64.89,65,80,84,94,16956,173.63
libcuckoo,read_only,8,10000000,compact,40,229428224.81,1154558.62,182551.75,229070423.39,229786026.23,71.26,1.71,70.73,71.79,71,83,86,114,311616,31.91
libcuckoo,read_only,8,10000000,spread,40,229797522.46,1164754.76,184163.90,229436561.21,230158483.70,72.09,4.69,70.63,73.54,71,83,86,115,311612,31.91
libcuckoo,read_only,8,1000000,compact,40,226866483.21,1359263.73,214918.47,226445243.02,227287723.41,71.06,0.65,70.86,71.26,71,83,87,114,35136,35.98
libcuckoo,read_only,8,1000000,spread,40,228746177.49,1386605.00,219241.50,228316464.15,229175890.84,71.57,1.36,71.15,71.99,71,83,86,114,35136,35.98
libcuckoo,read_only,8,100000,compact,40,216682021.52,13302738.50,2103347.64,212559460.14,220804582.89,73.28,1.86,72.71,73.86,73,84,87,110,16960,173.67
libcuckoo,read_only,8,100000,spread,40,219784971.27,3265314.38,516291.54,218773039.87,220796902.68,72.65,1.30,72.25,73.06,73,84,87,106,16952,173.59
libcuckoo,resize_stress,16,10000000,compact,40,25669717.02,1758943.67,278113.41,25124614.73,26214819.32,7899.78,5884.01,6076.31,9723.26,139,860,1427,644014,280164,286.89
libcuckoo,resize_stress,16,10000000,spread,40,26557600.59,1584570.06,250542.53,26066537.24,27048663.94,7020.41,10142.66,3877.17,10163.65,137,812,1330,3098,262928,269.24
libcuckoo,resize_stress,16,1000000,compact,40,29985893.88,2635146.68,416653.27,29169253.46,30802534.30,5992.41,6450.32,3993.43,7991.38,120,448,710,1686,280196,286.92
libcuckoo,resize_stress,16,1000000,spread,40,30250006.99,2318634.14,366608.25,29531454.83,30968559.16,5629.24,8183.57,3093.13,8165.36,119,445,700,1692,261736,268.02
libcuckoo,resize_stress,16,100000,compact,40,30123361.39,2351567.50,371815.47,29394603.07,30852119.71,5803.39,6023.35,3936.74,7670.05,121,452,728,1768,270976,277.48
libcuckoo,resize_stress,16,100000,spread,40,25422972.48,2218212.44,350730.18,24735541.32,26110403.64,7294.10,9381.89,4386.63,10201.58,138,824,1380,3515,266360,272.75
libcuckoo,resize_stress,1,10000000,compact,40,14697722.79,158683.59,25090.08,14648546.23,14746899.34,86.41,1.33,86.00,86.82,61,147,202,450,49444,50.63
libcuckoo,resize_stress,1,10000000,spread,40,14712310.43,211967.53,33515.01,14646621.01,14777999.85,86.09,1.61,85.59,86.59,61,144,201,444,49440,50.63
libcuckoo,resize_stress,1,1000000,compact,40,14725587.39,208502.28,32967.10,14660971.87,14790202.92,85.39,1.13,85.04,85.74,60,145,206,442,49436,50.62
libcuckoo,resize_stress,1,1000000,spread,40,14791507.16,154574.23,24440.33,14743604.11,14839410.21,85.25,1.31,84.85,85.66,60,146,202,446,49444,50.63
libcuckoo,resize_stress,1,100000,compact,40,14711203.79,222056.87,35110.27,14642387.65,14780019.93,87.32,1.85,86.75,87.89,61,146,207,460,49440,50.63
libcuckoo,resize_stress,1,100000,spread,40,14708121.62,416004.41,65776.07,14579200.52,14837042.72,85.15,1.55,84.67,85.63,61,143,200,446,49440,50.63
libcuckoo,resize_stress,2,10000000,compact,40,16455658.47,273390.22,43226.79,16370933.97,16540382.98,143.85,135.93,101.73,185.98,86,198,282,524,81912,83.88
libcuckoo,resize_stress,2,10000000,spread,40,16395682.88,794159.14,125567.58,16149570.42,16641795.35,122.92,9.65,119.93,125.91,86,197,275,547,80788,82.73
libcuckoo,resize_stress,2,1000000,compact,40,16973772.82,840472.24,132890.33,16713307.77,17234237.86,117.54,8.08,115.04,120.05,83,186,264,510,75072,76.87
libcuckoo,resize_stress,2,1000000,spread,40,16466758.17,309770.59,48979.03,16370759.27,16562757.08,122.11,4.03,120.86,123.36,86,199,282,526,80788,82.73
libcuckoo,resize_stress,2,100000,compact,40,16846604.43,483770.40,76490.82,16696682.43,16996526.43,119.86,4.82,118.36,121.35,84,195,278,522,82548,84.53
libcuckoo,resize_stress,2,100000,spread,40,16601950.43,342917.82,54220.07,16495679.10,16708221.76,171.82,233.68,99.40,244.24,85,195,276,518,83656,85.66
libcuckoo,resize_stress,4,10000000,compact,40,23697129.30,828182.71,130947.18,23440472.82,23953785.78,1234.23,2732.15,387.53,2080.93,88,225,333,673,114224,116.97
libcuckoo,resize_stress,4,10000000,spread,40,23585127.41,699003.72,110522.19,23368503.91,23801750.90,931.93,1838.13,362.29,1501.58,89,234,336,672,131504,134.66
libcuckoo,resize_stress,4,1000000,compact,40,22427050.95,653361.05,103305.45,22224572.26,22629529.64,1581.58,2834.96,703.02,2460.15,90,281,414,754,105004,107.52
libcuckoo,resize_stress,4,1000000,spread,40,23925592.01,890408.66,140785.97,23649651.51,24201532.51,795.78,1723.81,261.57,1330.00,89,230,336,685,105000,107.52
libcuckoo,resize_stress,4,100000,compact,40,22295439.16,713765.42,112856.22,22074240.96,22516637.35,700.78,1422.38,259.98,1141.58,90,274,396,742,123456,126.42
libcuckoo,resize_stress,4,100000,spread,40,23899793.42,1029791.11,162824.27,23580657.85,24218928.99,2347.69,2790.12,1483.02,3212.36,86,226,335,692,116560,119.36
libcuckoo,resize_stress,8,10000000,compact,40,23350148.48,1576620.50,249285.59,22861548.72,23838748.23,3735.13,6543.61,1707.24,5763.02,112,487,708,1469,192592,197.21
libcuckoo,resize_stress,8,10000000,spread,40,26332548.26,1361574.87,215283.89,25910591.84,26754504.68,4566.36,7264.04,2315.21,6817.51,108,364,521,1112,178768,183.06
libcuckoo,resize_stress,8,1000000,compact,40,23910373.44,1024543.11,161994.49,23592864.24,24227882.64,3253.92,5734.29,1476.85,5031.00,112,512,763,1446,192580,197.20
libcuckoo,resize_stress,8,1000000,spread,40,25995864.02,1483745.17,234600.71,25536046.62,26455681.41,4738.81,7417.86,2439.99,7037.63,108,353,504,1088,169552,173.62
libcuckoo,resize_stress,8,100000,compact,40,26052526.70,1246142.09,197032.37,25666343.27,26438710.14,4805.54,6916.52,2662.09,6948.99,109,373,528,1156,187960,192.47
libcuckoo,resize_stress,8,100000,spread,40,26167573.34,1513677.31,239333.40,25698479.88,26636666.80,3289.14,5464.85,1595.57,4982.71,108,364,525,1168,151128,154.76
libcuckoo,sequential_keys,16,10000000,compact,40,77441668.28,948685.23,150000.31,77147667.68,77735668.88,241.03,5.66,239.28,242.79,195,389,534,752,311620,319.10
libcuckoo,sequential_keys,16,10000000,spread,40,77555098.40,712918.80,112722.36,77334162.57,77776034.22,239.10,4.28,237.77,240.42,195,381,526,756,311616,319.09
libcuckoo,sequential_keys,16,1000000,compact,40,187948302.60,2604813.47,411857.17,187141062.54,188755542.66,94.67,2.49,93.90,95.44,85,122,151,268,35128,35.97
libcuckoo,sequential_keys,16,1000000,spread,40,187349128.41,1693508.33,267767.18,186824304.74,187873952.08,94.20,4.89,92.69,95.72,84,120,152,270,35136,35.98
libcuckoo,sequential_keys,16,100000,compact,40,44016044.51,2780505.58,439636.53,43154356.91,44877732.12,217.41,15.15,212.71,222.10,115,417,651,1400,252220,258.27
libcuckoo,sequential_keys,16,100000,spread,40,44815683.61,2382662.23,376731.98,44077288.94,45554078.29,212.82,8.25,210.26,215.38,114,410,630,1378,275360,281.97
libcuckoo,sequential_keys,1,10000000,compact,40,16829238.91,85377.21,13499.32,16802780.24,16855697.58,167.56,3.69,166.42,168.70,118,452,480,530,311592,319.07
libcuckoo,sequential_keys,1,10000000,spread,40,16653436.87,79251.62,12530.78,16628876.53,16677997.20,166.36,4.29,165.03,167.69,119,448,480,529,311592,319.07
